FINANCIAL_YEAR,COMPANY,BTERMSTEMPLATES,BILL_NO.,BILL_DATE,MONTH,YEAR,SRLNO,accd,CONTROL_ACCOUNT,CUSTOMER,COUNTRY,STATE,CITY,CONSIGNEE,itemcd,ITEM,QUANTITY,RATE,VALUE,LOCATIONNAME,personcd,SALESMAN,MAIN_GROUP,SUB_GROUP,ITEM_GROUP,locationcode
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/00332/20-21,5-Jun-20,June,2020,5,20850,SUNDRY DEBTORS - DOMESTIC,PATTON INTERNATIONAL LIMITED (SUP-A147),INDIA,WEST BENGAL,SOUTH 24 PARGANAS,PATTON INTERNATIONAL LIMITED (SUP-A147),45265,SURFOLIN SK 40 (PT) : 30 KGS BAG,3000,50,150000,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,CLEANERS,CLEANERS SOAK,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/00695/20-21,20-Jun-20,June,2020,3,18917,SUNDRY DEBTORS - DOMESTIC,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),INDIA,UTTAR PRADESH,NOIDA,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),19817,TEKNOBRITE AZ 1098 RU : 30 LTR CARBOYS,120,149.68,17961.6,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/00695/20-21,20-Jun-20,June,2020,4,18917,SUNDRY DEBTORS - DOMESTIC,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),INDIA,UTTAR PRADESH,NOIDA,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),37469,KEMPAS TRT 1700 CM U : 30 LTR CARBOYS,90,288.65,25978.5,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/01335/20-21,12-Jul-20,July,2020,4,18917,SUNDRY DEBTORS - DOMESTIC,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),INDIA,UTTAR PRADESH,NOIDA,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),19818,TEKNOBRITE AZ 1098 MU : 30 LTR CARBOYS,450,143.82,64719,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/01453/20-21,14-Jul-20,July,2020,1,20850,SUNDRY DEBTORS - DOMESTIC,PATTON INTERNATIONAL LIMITED (SUP-A147),INDIA,WEST BENGAL,SOUTH 24 PARGANAS,PATTON INTERNATIONAL LIMITED (SUP-A147),44813,KEMPAS BL 1107 C : 30 KGS CARBOYS,1500,122.15,183225,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/01335/20-21,12-Jul-20,July,2020,3,18917,SUNDRY DEBTORS - DOMESTIC,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),INDIA,UTTAR PRADESH,NOIDA,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),19817,TEKNOBRITE AZ 1098 RU : 30 LTR CARBOYS,150,149.68,22452,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/01453/20-21,14-Jul-20,July,2020,3,20850,SUNDRY DEBTORS - DOMESTIC,PATTON INTERNATIONAL LIMITED (SUP-A147),INDIA,WEST BENGAL,SOUTH 24 PARGANAS,PATTON INTERNATIONAL LIMITED (SUP-A147),45454,TEKNOBRITE AZ 3048 M (PT) : 30 LTR CARBOYS,600,80,48000,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/02242/20-21,8-Aug-20,August,2020,3,20850,SUNDRY DEBTORS - DOMESTIC,PATTON INTERNATIONAL LIMITED (SUP-A147),INDIA,WEST BENGAL,SOUTH 24 PARGANAS,PATTON INTERNATIONAL LIMITED (SUP-A147),45265,SURFOLIN SK 40 (PT) : 30 KGS BAG,1500,50,75000,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,CLEANERS,CLEANERS SOAK,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/02242/20-21,8-Aug-20,August,2020,5,20850,SUNDRY DEBTORS - DOMESTIC,PATTON INTERNATIONAL LIMITED (SUP-A147),INDIA,WEST BENGAL,SOUTH 24 PARGANAS,PATTON INTERNATIONAL LIMITED (SUP-A147),23258,KEMPAS BZ 171 B : 5 LTR BOTTLE,30,143,4290,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/02265/20-21,10-Aug-20,August,2020,4,18917,SUNDRY DEBTORS - DOMESTIC,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),INDIA,UTTAR PRADESH,NOIDA,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),19818,TEKNOBRITE AZ 1098 MU : 30 LTR CARBOYS,300,143.82,43146,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/02265/20-21,10-Aug-20,August,2020,6,18917,SUNDRY DEBTORS - DOMESTIC,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),INDIA,UTTAR PRADESH,NOIDA,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),19043,KEMPAS TR 2375 C U : 30 LTR CARBOYS,90,258,23220,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/02265/20-21,10-Aug-20,August,2020,7,18917,SUNDRY DEBTORS - DOMESTIC,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),INDIA,UTTAR PRADESH,NOIDA,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),19042,KEMPAS TR 2375 A U : 30 LTR CARBOYS,450,427,192150,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/03242/20-21,8-Sep-20,September,2020,3,12920,SUNDRY DEBTORS - DOMESTIC,KNITPRO INTERNATIONAL,INDIA,RAJASTHAN,JAIPUR,KNITPRO INTERNATIONAL,36680,ALUDIN BLUE GREEN 1 LW : 1 KGS BOTTLE,5,2685,13425,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,ANODISING,ANODIZING DYES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/03261/20-21,9-Sep-20,September,2020,1,18917,SUNDRY DEBTORS - DOMESTIC,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),INDIA,UTTAR PRADESH,NOIDA,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),19817,TEKNOBRITE AZ 1098 RU : 30 LTR CARBOYS,150,149.68,22452,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/03594/20-21,18-Sep-20,September,2020,2,18848,SUNDRY DEBTORS - DOMESTIC,UNIPARTS INDIA LIMITED (V.CODE SUP004239),INDIA,ANDHRA PRADESH,VISAKHAPATNAM,UNIPARTS INDIA LIMITED (V.CODE SUP004239),14516,KEMPAS IR 752 U : 30 LTR CARBOYS,30,221,6630,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/04398/20-21,10-Oct-20,October,2020,10,20850,SUNDRY DEBTORS - DOMESTIC,PATTON INTERNATIONAL LIMITED (SUP-A147),INDIA,WEST BENGAL,SOUTH 24 PARGANAS,PATTON INTERNATIONAL LIMITED (SUP-A147),33227,KEMPAS BL 3100 : 4 LTR BOTTLE,120,147,17640,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/04706/20-21,16-Oct-20,October,2020,1,18848,SUNDRY DEBTORS - DOMESTIC,UNIPARTS INDIA LIMITED (V.CODE SUP004239),INDIA,ANDHRA PRADESH,VISAKHAPATNAM,UNIPARTS INDIA LIMITED (V.CODE SUP004239),16830,MILLENIUM NCZ 511 A U : 30 LTR CARBOYS,390,221.4,86346,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/05287/20-21,2-Nov-20,November,2020,5,12920,SUNDRY DEBTORS - DOMESTIC,KNITPRO INTERNATIONAL,INDIA,RAJASTHAN,JAIPUR,KNITPRO INTERNATIONAL,38139,ALUDINE YELLOW YT : 1 KG BOTTLE,5,2100,10500,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,ANODISING,ANODIZING DYES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/05533/20-21,7-Nov-20,November,2020,3,20850,SUNDRY DEBTORS - DOMESTIC,PATTON INTERNATIONAL LIMITED (SUP-A147),INDIA,WEST BENGAL,SOUTH 24 PARGANAS,PATTON INTERNATIONAL LIMITED (SUP-A147),45265,SURFOLIN SK 40 (PT) : 30 KGS BAG,2520,50,126000,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,CLEANERS,CLEANERS SOAK,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/03242/20-21,8-Sep-20,September,2020,5,12920,SUNDRY DEBTORS - DOMESTIC,KNITPRO INTERNATIONAL,INDIA,RAJASTHAN,JAIPUR,KNITPRO INTERNATIONAL,36681,ALUDIN REBLACK 4 MV : 1 KGS BOTTLE,5,1925,9625,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,ANODISING,ANODIZING DYES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/03269/20-21,9-Sep-20,September,2020,5,20850,SUNDRY DEBTORS - DOMESTIC,PATTON INTERNATIONAL LIMITED (SUP-A147),INDIA,WEST BENGAL,SOUTH 24 PARGANAS,PATTON INTERNATIONAL LIMITED (SUP-A147),23259,KEMPAS BZ 171 A : 5 LTR BOTTLE,120,210,25200,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/04302/20-21,8-Oct-20,October,2020,2,18917,SUNDRY DEBTORS - DOMESTIC,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),INDIA,UTTAR PRADESH,NOIDA,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),26506,SURFOLIN EL 80 MS U : 30 KGS BAG,210,80,16800,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CLEANERS,CLEANERS ELECTROLYTIC,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/04302/20-21,8-Oct-20,October,2020,5,18917,SUNDRY DEBTORS - DOMESTIC,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),INDIA,UTTAR PRADESH,NOIDA,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),5142,SURFOLIN NC 924 U : 30 KGS BAG,300,104.5,31350,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CLEANERS,CLEANERS OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/04303/20-21,8-Oct-20,October,2020,3,18917,SUNDRY DEBTORS - DOMESTIC,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),INDIA,UTTAR PRADESH,NOIDA,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),19041,KEMPAS TYB SPL U : 30 LTR CARBOYS,90,325,29250,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/04303/20-21,8-Oct-20,October,2020,5,18917,SUNDRY DEBTORS - DOMESTIC,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),INDIA,UTTAR PRADESH,NOIDA,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),37469,KEMPAS TRT 1700 CM U : 30 LTR CARBOYS,90,288.65,25978.5,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/04398/20-21,10-Oct-20,October,2020,5,20850,SUNDRY DEBTORS - DOMESTIC,PATTON INTERNATIONAL LIMITED (SUP-A147),INDIA,WEST BENGAL,SOUTH 24 PARGANAS,PATTON INTERNATIONAL LIMITED (SUP-A147),23259,KEMPAS BZ 171 A : 5 LTR BOTTLE,120,210,25200,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/02709/20-21,25-Aug-20,August,2020,1,18848,SUNDRY DEBTORS - DOMESTIC,UNIPARTS INDIA LIMITED (V.CODE SUP004239),INDIA,ANDHRA PRADESH,VISAKHAPATNAM,UNIPARTS INDIA LIMITED (V.CODE SUP004239),4981,SURFOLIN 381 US : 30 KGS BAG,600,124,74400,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CLEANERS,CLEANERS OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/02709/20-21,25-Aug-20,August,2020,4,18848,SUNDRY DEBTORS - DOMESTIC,UNIPARTS INDIA LIMITED (V.CODE SUP004239),INDIA,ANDHRA PRADESH,VISAKHAPATNAM,UNIPARTS INDIA LIMITED (V.CODE SUP004239),16830,MILLENIUM NCZ 511 A U : 30 LTR CARBOYS,450,221.4,99630,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/04303/20-21,8-Oct-20,October,2020,1,18917,SUNDRY DEBTORS - DOMESTIC,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),INDIA,UTTAR PRADESH,NOIDA,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),19043,KEMPAS TR 2375 C U : 30 LTR CARBOYS,90,258,23220,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/04398/20-21,10-Oct-20,October,2020,3,20850,SUNDRY DEBTORS - DOMESTIC,PATTON INTERNATIONAL LIMITED (SUP-A147),INDIA,WEST BENGAL,SOUTH 24 PARGANAS,PATTON INTERNATIONAL LIMITED (SUP-A147),45265,SURFOLIN SK 40 (PT) : 30 KGS BAG,2520,50,126000,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,CLEANERS,CLEANERS SOAK,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/04705/20-21,16-Oct-20,October,2020,3,18848,SUNDRY DEBTORS - DOMESTIC,UNIPARTS INDIA LIMITED (V.CODE SUP004239),INDIA,ANDHRA PRADESH,VISAKHAPATNAM,UNIPARTS INDIA LIMITED (V.CODE SUP004239),5142,SURFOLIN NC 924 U : 30 KGS BAG,900,99.02,89118,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CLEANERS,CLEANERS OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/02710/20-21,25-Aug-20,August,2020,1,18848,SUNDRY DEBTORS - DOMESTIC,UNIPARTS INDIA LIMITED (V.CODE SUP004239),INDIA,ANDHRA PRADESH,VISAKHAPATNAM,UNIPARTS INDIA LIMITED (V.CODE SUP004239),4383,TEKNOBRITE AZ 3178 M   U : 30 LTR CARBOYS,390,114.5,44655,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/03261/20-21,9-Sep-20,September,2020,2,18917,SUNDRY DEBTORS - DOMESTIC,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),INDIA,UTTAR PRADESH,NOIDA,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),19818,TEKNOBRITE AZ 1098 MU : 30 LTR CARBOYS,450,143.82,64719,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/03269/20-21,9-Sep-20,September,2020,3,20850,SUNDRY DEBTORS - DOMESTIC,PATTON INTERNATIONAL LIMITED (SUP-A147),INDIA,WEST BENGAL,SOUTH 24 PARGANAS,PATTON INTERNATIONAL LIMITED (SUP-A147),45265,SURFOLIN SK 40 (PT) : 30 KGS BAG,2340,50,117000,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,CLEANERS,CLEANERS SOAK,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/03269/20-21,9-Sep-20,September,2020,6,20850,SUNDRY DEBTORS - DOMESTIC,PATTON INTERNATIONAL LIMITED (SUP-A147),INDIA,WEST BENGAL,SOUTH 24 PARGANAS,PATTON INTERNATIONAL LIMITED (SUP-A147),23258,KEMPAS BZ 171 B : 5 LTR BOTTLE,120,143,17160,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/03303/20-21,10-Sep-20,September,2020,3,12920,SUNDRY DEBTORS - DOMESTIC,KNITPRO INTERNATIONAL,INDIA,RAJASTHAN,JAIPUR,KNITPRO INTERNATIONAL,23020,ALUDINE RED DB : 1 KGS BOTTLE,3,2350,7050,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,ANODISING,ANODIZING DYES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/04302/20-21,8-Oct-20,October,2020,4,18917,SUNDRY DEBTORS - DOMESTIC,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),INDIA,UTTAR PRADESH,NOIDA,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),19818,TEKNOBRITE AZ 1098 MU : 30 LTR CARBOYS,450,143.82,64719,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/04303/20-21,8-Oct-20,October,2020,2,18917,SUNDRY DEBTORS - DOMESTIC,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),INDIA,UTTAR PRADESH,NOIDA,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),19042,KEMPAS TR 2375 A U : 30 LTR CARBOYS,450,427,192150,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/00332/20-21,5-Jun-20,June,2020,6,20850,SUNDRY DEBTORS - DOMESTIC,PATTON INTERNATIONAL LIMITED (SUP-A147),INDIA,WEST BENGAL,SOUTH 24 PARGANAS,PATTON INTERNATIONAL LIMITED (SUP-A147),44813,KEMPAS BL 1107 C : 30 KGS CARBOYS,600,122.15,73290,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/00523/20-21,13-Jun-20,June,2020,5,18848,SUNDRY DEBTORS - DOMESTIC,UNIPARTS INDIA LIMITED (V.CODE SUP004239),INDIA,ANDHRA PRADESH,VISAKHAPATNAM,UNIPARTS INDIA LIMITED (V.CODE SUP004239),16829,MILLENIUM NCZ 511 B U : 30 LTR CARBOYS,90,88.2,7938,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/00523/20-21,13-Jun-20,June,2020,6,18848,SUNDRY DEBTORS - DOMESTIC,UNIPARTS INDIA LIMITED (V.CODE SUP004239),INDIA,ANDHRA PRADESH,VISAKHAPATNAM,UNIPARTS INDIA LIMITED (V.CODE SUP004239),47031,MILLENIUM NCZ 511 CU : 30 LTR CARBOYS,210,98.1,20601,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/01335/20-21,12-Jul-20,July,2020,2,18917,SUNDRY DEBTORS - DOMESTIC,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),INDIA,UTTAR PRADESH,NOIDA,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),26506,SURFOLIN EL 80 MS U : 30 KGS BAG,150,80,12000,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CLEANERS,CLEANERS ELECTROLYTIC,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/01336/20-21,12-Jul-20,July,2020,4,18917,SUNDRY DEBTORS - DOMESTIC,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),INDIA,UTTAR PRADESH,NOIDA,GRIPWELL FASTNERS PVT. LTD. (V.CODE SUP004239),37469,KEMPAS TRT 1700 CM U : 30 LTR CARBOYS,150,288.65,43297.5,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/01912/20-21,30-Jul-20,July,2020,1,12920,SUNDRY DEBTORS - DOMESTIC,KNITPRO INTERNATIONAL,INDIA,RAJASTHAN,JAIPUR,KNITPRO INTERNATIONAL,3097,ALUMAX SEAL H 7590 : 30 LTR CARBOYS,150,230,34500,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/02242/20-21,8-Aug-20,August,2020,1,20850,SUNDRY DEBTORS - DOMESTIC,PATTON INTERNATIONAL LIMITED (SUP-A147),INDIA,WEST BENGAL,SOUTH 24 PARGANAS,PATTON INTERNATIONAL LIMITED (SUP-A147),49430,TEKNOBRITE AZ 3048 M (PT) : 100 LTR DRUM,1000,80,80000,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/02710/20-21,25-Aug-20,August,2020,2,18848,SUNDRY DEBTORS - DOMESTIC,UNIPARTS INDIA LIMITED (V.CODE SUP004239),INDIA,ANDHRA PRADESH,VISAKHAPATNAM,UNIPARTS INDIA LIMITED (V.CODE SUP004239),4386,TEKNOBRITE AZ 3178 R   U : 30 LTR CARBOYS,390,104.3,40677,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,EXEMPT SALE - SEZ (GST NIL),AET/02710/20-21,25-Aug-20,August,2020,5,18848,SUNDRY DEBTORS - DOMESTIC,UNIPARTS INDIA LIMITED (V.CODE SUP004239),INDIA,ANDHRA PRADESH,VISAKHAPATNAM,UNIPARTS INDIA LIMITED (V.CODE SUP004239),43282,MILLENIUM NCZ 511 CONDITIONER U : 35 KGS CARBOYS,805,44.1,35500.5,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
